Unnamed: 0,Title,Platform,Userscore,Comment,Username
38762,BioShock Infinite,PC,9,"BioShock Infinite provides a blueprint for engaging players in a meaningful story and captivating their imaginations. Although it struggles in some respects, such as less than stellar boss fights, it manages to mitigate those struggles with excellent pacing and storytelling. This game has incredible production values. Everything from the atmosphere to the environments to the set-piecesBioShock Infinite provides a blueprint for engaging players in a meaningful story and captivating their imaginations. Although it struggles in some respects, such as less than stellar boss fights, it manages to mitigate those struggles with excellent pacing and storytelling. This game has incredible production values. Everything from the atmosphere to the environments to the set-pieces will astonish both old and new players. In many ways, this doesn't feel like a BioShock game. This is not the cramped, dark, and overtly tense game that was the original. This is a much more subtle and dare I say refined sort of tension  one where you're unsure of the motives of any given person, including yourself. The climax and ending of the game are worth asking price alone. If you found yourself disappointed with the conclusion of the original, you will find yourself pleasantly surprised after you set down your keyboard and mouse, sit back from the monitor aghast, and begin filling your mind with the infinite.",Ganondork
156010,The Swapper,PC,10,"This ~5 hour game is an incredible experience. The atmosphere is built from the art direction, memory terminals, and sound design. The puzzles are thoughtful and challenging. The ending leaves you with an ambiguous choice of morality and forces reflection. The gamepad support is excellent although I haven't played it with K&M. If you enjoyed Braid, Portal, LIMBO, or other puzzleThis ~5 hour game is an incredible experience. The atmosphere is built from the art direction, memory terminals, and sound design. The puzzles are thoughtful and challenging. The ending leaves you with an ambiguous choice of morality and forces reflection. The gamepad support is excellent although I haven't played it with K&M. If you enjoyed Braid, Portal, LIMBO, or other puzzle platformers, you should give this a shot.",Ganondork
227324,Shin Megami Tensei IV,3DS,9,"SMT IV being my first entry into the MegaTen series (spinoffs included), I only expected a few superficial concepts: demon collecting, dark atmosphere, and teenage/young adult main characters. I hope this review can make others who are newcomers to the series think carefully about playing this game.I am about 20 hours into the game, and I feel like I have seen enough of it to write thisSMT IV being my first entry into the MegaTen series (spinoffs included), I only expected a few superficial concepts: demon collecting, dark atmosphere, and teenage/young adult main characters. I hope this review can make others who are newcomers to the series think carefully about playing this game.I am about 20 hours into the game, and I feel like I have seen enough of it to write this review.  For those who are accustomed to this series, please be gentle as I am not an expert and am ignorant of many features.Gameplay:The gameplay is turn-based, but has a lot of depth which lends itself to the variety of strategies which one can utilize in any given battle. Each demon has its own elemental affinities and ailment affinities, as well as the ability to learn nearly any type of skill through demon fusion. Such skills can be ""whispered"" (more on that later) to your main character, giving him a great assortment to complement your demons. It also allows you to mix things up on the fly if you're having trouble against a boss. Smirks add a lot to the combat and can occur via critical hits (via the luck stat or using a skill which is super effective). As far as I know, these increase the damage next turn for that character and defend him/her from damage if the enemy attacks. You have four characters which comprise your ""Party"": the main character (you), and three demons of your choosing. You also have a ""Stock"" with which you can swap out members of your party. You can upgrade your Stock to increase the number of demons you can carry, but I am unsure of the limits. I have currently upgraded to 13 slots in my stock. The demons in your stock earn EXP, but at a slower rate than your party members. This is just one reason why demon fusion (discussed in features) is so critical. The main character can use items, varying from basic healing items to items which mimic full-blown attacks, which helps characters lacking in elemental attacks. Your demons are not capable of such a feat unless they learn a skill which allows them to use items. You can ""pass"" your turn to the next character in your party. This is useful for many reasons, the most basic being to avoid using an ineffective attack.When all is said and done, the most critical point of gameplay is perhaps conversing with demons. This allows you to bring them onto your team as allies. Sometimes they will steal your life, items, or MP, and won't even join your side. Other times, they will immediately join you after you have slayed their companions. You can even ask them for Macca (in-game currency) and earn additional XP for successful conversations.Finally, this is a game of exploration. Exploration occurs in third-person and you will often encounter demons who will immediately charge upon your approach. You can avoid these encounters with swift maneuvers, but often times the XP is more than worth the trouble avoiding them. You loot treasure chests and unlock new areas through exploration.Features (Menu-Based):1) Skill Whispering:This feature has been one of the most useful I've seen from any RPG: the ability to copy attacks from your demons. As previously mentioned, this gives the main character a wide array of skills to choose from and suits your needs for any situation. Each demon has a specific level at which they can whisper skills to you. Once you have learned the skill, other demons can whisper the same skill again to increase its potency and decrease its cost to use.2) Cathedral of ShadowsOne of my favorite features of the game. With it, you can do one of two things: demon fusion, or use the compendium. Demon fusion consists of choosing two or more demons and combining them to create another. Simple, right? Well, it's made simpler with the recommended fusions, but it is very in depth. Upon fusion, the parents provide skills to pass down to the product. This allows a huge amount of variety in the skillsets of the demon you're producing. Because you can keep fusing demons over and over again, you can get the exact skills you want on any given demon. The demon compendium allows you to acquire the demons you've aligned yourself with, something which I have used a few times after fusion to get back the parent demons.3) Character CustomizationLike other RPGs, you can outfit your main character with gear possessing elemental affinities and special properties. You can also specify which stats you want to specialize in after leveling up.4) AppsApps are paid for by leveling up your character to earn App Points. You can spend these on passive buffs. Some of these include increasing your stock capacity, the ability to ask for Macca from demons, and increasing the stat points a demon earns upon leveling up. There are a TON of apps.I have never been so enthralled by a RPG. I've played my fair share, but this is the first where the gameplay truly grabs me. It is a deep and rewarding game, with beautiful presentation and a wealth of variety in strategy.",Ganondork
259864,Battlefield 4,PC,7,"The only problem that I have with BF4 is that I cannot play the singleplayer campaign due to the game crashing, while I do have that problem with multiplayer it happens after several hours of gameplay. I really enjoy playing in multiplayer which makes up for the lack of singleplayer.",Schmidy
266826,The Walking Dead: Season Two Episode 2 - A House Divided,PC,8,"Once again the developers at Telltale have taken The Walking Dead Game to another level. The tough choices that need to be made often have you questioning yourself, and whether you care for any of the characters. My one and only criticism of the game is that at times it feels a little short. For me, the episodes need to be just that little more longer (and not with cut scene's).",Schmidy
27054,Portal 2,PC,10,"Ok it may be shorter than other titles you can pick up for the price, but what Valve have succeeded in doing time and time again is to create a perfectly packaged experience. They have prioritized Quality over quantity, and although i may not want to play through it again, i feel completely fulfilled with just one play through. I also agree that it isn't particularly hard, but that's aOk it may be shorter than other titles you can pick up for the price, but what Valve have succeeded in doing time and time again is to create a perfectly packaged experience. They have prioritized Quality over quantity, and although i may not want to play through it again, i feel completely fulfilled with just one play through. I also agree that it isn't particularly hard, but that's a testament to the game design that they subtly each you how to complete the puzzles in advance so you never get stuck. But i hope that valve follows up with some free DLC with some more challenging levels or more Co-op missions (that coop hub was too big for just 5 chapters) which will make the price point worthwhile.",Chard
167043,Bastion,PC,10,"Absolutely amazing action RPG. The controls are so tight, innovative gameplay and artstyle.The in-game challenges are a testiment to this, its a game you could pick up and play for fun or put alot of time and emotion into and get a really firm grasp of the mechanics. The story and narrater develops throughout the game. He explains the backstory and characters without the use of cutscenes.Absolutely amazing action RPG. The controls are so tight, innovative gameplay and artstyle.The in-game challenges are a testiment to this, its a game you could pick up and play for fun or put alot of time and emotion into and get a really firm grasp of the mechanics. The story and narrater develops throughout the game. He explains the backstory and characters without the use of cutscenes. And the soundtrack is to die for; cant recommend this game enough.",Chard
86160,flower,PlayStation4,0,"I tried Flower ... its not for me !What I can't understand though is why it's rated so highly ?My guess is that a critic or two saw something magical within it ... probably the same critics who view a piece of wool on a plate of melted ice cream and poo and call it art !!Quite frankly .. I think its a joke.  Poor sound, awful graphics and basic (we're talking zx spectrum ) levels ofI tried Flower ... its not for me !What I can't understand though is why it's rated so highly ?My guess is that a critic or two saw something magical within it ... probably the same critics who view a piece of wool on a plate of melted ice cream and poo and call it art !!Quite frankly .. I think its a joke.  Poor sound, awful graphics and basic (we're talking zx spectrum ) levels of control and interaction is the top scoring game on ps4 ! ha ..That is .. quite frankly disrespectful to the hard working, dedicated and creative people who strive to give us ""real"" games for our new gen consoles.Why strive for greatness when critics lap up poo on a plate",Lamigol10
92107,Fez,PlayStation4,9,"Fez is a masterpiece .. a joyous trip down memory lane.  For all the retro games you think you loved but on revisiting wandered why you held them in such high regard, Fez is a throwback to those rose tinted memories, except it delivers on every level. Charming graphics, jaunty ditties, simple but so fitting and gameplay which on the surface is simple but expands and draws you into itsFez is a masterpiece .. a joyous trip down memory lane.  For all the retro games you think you loved but on revisiting wandered why you held them in such high regard, Fez is a throwback to those rose tinted memories, except it delivers on every level. Charming graphics, jaunty ditties, simple but so fitting and gameplay which on the surface is simple but expands and draws you into its compelling deep world. Hours are lost exploring, experimenting, progressing .. and all done whilst making you smile like a cheshire cat. I didn't even realise I was smiling until I caught my reflection in the t.v.  Fez is simple .. basic but so charming and clever.  Everyone should play it. For my money .. this is very close to being the best PS4 game so far. High praise but worth every accolade.",Lamigol10
111769,Dishonored,PlayStation3,9,"            This review contains spoilers, click expand to view.        I imagined this game to be very much like Bioshock which put me off if I am honest. I can understand why people like Bioshock, it's just not my type of game. I really didn't like the art style or story very much. Anyway, I think the reason I initially likened it to Bioshock was because of the art style. After reading several reviews on Dishonoured I decided to give it a chance. I am so glad I did. The story is fantastic... it really draws you into the world and before you know it hours have passed without you really having achieved that much in the game world. The game has great characters, a great story and best of all an amazing character to control in a totally believable city full of atmosphere.  Exploration will see you collect runes around the city of Dunwall which can be used to upgrade your supernatural abilities such as Blink which allows you to teleport short distances or the ability to posses rats or fish to access small areas.  All abilities can be upgraded and a particular playing style can be favoured dependant on your choice to be a stealth type assassin, an all out gung-ho no nonsense brawler or somewhere inbetween.  The game presents you with missions and additional side quests to perform should you wish to stray from the main path, all of which are fun and rewarding in their own right. Puzzles are clever and never a chore as is often the case with this type of game. Missions are presented for you to complete and it is really up to you how you complete them. I have never played such a polished and exciting game that genuinely gives the player the choice of how to go about the task. You really can use your imagination to complete missions and in most cases you are not restricted by the game.  Give this game an hour of your time and I guarantee you will be completely hooked. One of the games of the year for me. Amazing.",Lamigol10
239862,Call of Duty: Black Ops II,PlayStation3,9,"3...2...1... and breathe............   so many angry negative people on here !   Let's be honest, Call of Duty is what it is. You know what you're going to get on release day. A different story, slightly improved graphics, tweaked MP.  I personally got tired of COD etc.. a couple of years ago after hammering it day in day out. I had a break and now im back and you know what... i'm happy it3...2...1... and breathe............   so many angry negative people on here !   Let's be honest, Call of Duty is what it is. You know what you're going to get on release day. A different story, slightly improved graphics, tweaked MP.  I personally got tired of COD etc.. a couple of years ago after hammering it day in day out. I had a break and now im back and you know what... i'm happy it hasn't changed too much.  It is the best (I also like BF equally I might add) beyond all recognition but it has changed enough to make it feel fresh for me.  I think a 9 is fully justified. It is the best in it's field in my opinion, as is Fifa, Dishonoured, Uncharted 3 etc...   It feels like a premium title, it plays like one. If you give this game lower than a 7 then it is not honest opinion, it is to try and make a statement. Grow up... get a life. Why do you care if it sells well or not? Ridiculous.  The game currently sits at a user score of 3.9 on this site which is quite frankly, a joke. Bet you all still bought it though right ?? ha ha",Lamigol10
250650,Pro Evolution Soccer 2013,PlayStation3,6,"I'll be honest, I initially bought this game over Fifa 13 because a). I liked the demo and b). I fancied a change from Fifa's claustrophobic playing area.  I was so wrong ... and this is why.    Pes is fine in single player. The Champions league complete with official licence is actually entertaining. Most of my time is spent playing online though and unfortunately this is what lets PESI'll be honest, I initially bought this game over Fifa 13 because a). I liked the demo and b). I fancied a change from Fifa's claustrophobic playing area.  I was so wrong ... and this is why.    Pes is fine in single player. The Champions league complete with official licence is actually entertaining. Most of my time is spent playing online though and unfortunately this is what lets PES down.  I really tried to like it, I was always a PES man in days gone by but it has remained deeply rooted in the past.  PES is so erratic that it exceeds being frustrating. Imagine controlling a game for 85 minutes with a deserved victory in grasp only to concede two goals in five minutes because of a flawed control or A.I. system.  I regularly came across this problem online ... suffice to say, the controller flew across the room several times, the dog covered his ears as I unloaded a tirade of expletives at the screen and the game disc ... after only 2 weeks of play went back to the shop to be traded for something less frustrating and more enjoyable.  I considered the loss of £11 in two weeks a bargain as , had I kept PES it would have cost me a fortune to replace my 51"" 3D Plasma due to Dualshockhittingthescreenitis !  So, FIFA 13 is now my game of choice, it does everyth... MOST things I want it too. I still get frustrated from time to time but at least now it is down to my lack of skill rather than dodgy A.I. or the ridiculous physics engine.  I would genuinely love a brilliant PES game, I really would but until they up the quality and iron out the game breaking flaws, I'll stick to what I know delivers.",Lamigol10
75316,Overwatch,PC,9,"First of all, this game costs 40 dollars, not 60. 60 is for the Origins Edition, which contains extra items such as skins and a World of Warcraft pet.Secondly, this game is meant to played for the sake of having fun. Not for progression, not for prestige, not for serious competition (outside of esports team, of course), but for pure, unadulterated, fun. Sure, it gets repetitive, but it'sFirst of all, this game costs 40 dollars, not 60. 60 is for the Origins Edition, which contains extra items such as skins and a World of Warcraft pet.Secondly, this game is meant to played for the sake of having fun. Not for progression, not for prestige, not for serious competition (outside of esports team, of course), but for pure, unadulterated, fun. Sure, it gets repetitive, but it's still fun, even after 20+ hours, at least for me. If you like Team Fortress 2, you'll probably like this.",mAceOfHearts
120590,Dark Souls,PlayStation3,10,"Great graphics, great gameplay, great soundtrack, great story.One of the greatest games in the action-RPG genre, if not the best. Aside from a few issues regarding lag while fighting against other players and a few bosses being sub-par, I have no complaints. This game is amazing.",mAceOfHearts
206931,Persona 4 Arena Ultimax,PlayStation3,7,"Better than P4A, but still quite flawed. An entertaining fighter to be sure, but the lackluster story mode drags on and it adds nothing of worth to the Persona series. Golden Arena mode is an excellent idea, though, and gives the game a single player mode that's actually fun. I'd recommend this game to ASW fans, but not Persona fans.",mAceOfHearts
225774,BlazBlue: Chrono Phantasma,PlayStation3,9,"Takes the formula from Continuum Shift and improves it, adding new characters, new game modes and new gameplay mechanics. If you liked any of the previous BlazBlue games, you'll love this one.",mAceOfHearts
103503,The Legend of Zelda: Majora's Mask 3D,3DS,10,"This is my favourite game! It's excellent! The best game of Zelda series, in my opinion. I've loved it before with his N64 version, and I became very excited when Nintendo announced the remake. The power to transform in other creatures with different habilities makes this game one of the most originals of all time. and in this remake had perfedctly modified the old game to be enjoyable toThis is my favourite game! It's excellent! The best game of Zelda series, in my opinion. I've loved it before with his N64 version, and I became very excited when Nintendo announced the remake. The power to transform in other creatures with different habilities makes this game one of the most originals of all time. and in this remake had perfedctly modified the old game to be enjoyable to more people. Worths to turn back 15 years to the past? Yes, of course!",Moti5stars
184591,Xenoblade Chronicles 3D,3DS,10,"I loved this one! Is fantastic! Is the first Japanese RPG that I've tried and is my second favourite game though. The story, the characters, the hours of fun and the battles are awesome! I absolutely recommend it!",Moti5stars
225914,Kid Icarus: Uprising,3DS,10,"This game is one of the best shooters of Nintendo. If it would be only that, I would had give it a 7, but the conversations between the characters makes you feel happy and you laugh a lot. That's why this game must have a 10",Moti5stars
33663,The Elder Scrolls V: Skyrim,PC,2,"The game is very good, but crashes too often 2 years after release. It's disgusting and disrespectful for people, don't pay for it, let them learn this mistake.",VictorShuktomov
253732,FIFA 15,PC,2,"The game is good, but 1800 rubles per year? Wtf? Groundlessly very expensive comparing to other games. Could have give a discount to thouse, who have previous FIFA games.",VictorShuktomov
268429,Napoleon: Total War,PC,0,Does not launch and the support refuse to do anything or bring money back. Typical fraund.Does not launch and the support refuse to do anything or bring money back. Typical fraund.,VictorShuktomov
71463,Chrono Trigger,DS,10,"As a port, there's little reason to review the game itself, as it already holds its own as one of the best games of all time on the SNES. Chrono Trigger was ahead of its time, it plays more well on the Nintendo DS than it did nearly 20 years ago on its native system. The touch screen controls are intuitive and effective. Not only does the port bring the game to a newer generation, but itAs a port, there's little reason to review the game itself, as it already holds its own as one of the best games of all time on the SNES. Chrono Trigger was ahead of its time, it plays more well on the Nintendo DS than it did nearly 20 years ago on its native system. The touch screen controls are intuitive and effective. Not only does the port bring the game to a newer generation, but it improves the gameplay in every way and contains a few additions and changes. I have nothing less than praise for this masterful rerelease of a classic from Square Enix.",OspreyB
108748,Dark Souls,Xbox360,10,"If you've read any of the other reviews, then you already know what Dark Souls is all about, so I can skip the facts and get right to my opinion. I don't think that Dark Souls is that hard. I'm not even a hardcore gamer, and I didn't find the difficulty curve to be unbearable. Nothing in Dark Souls is unfair to the player. Every challenge can be met with an eye for observation and a properIf you've read any of the other reviews, then you already know what Dark Souls is all about, so I can skip the facts and get right to my opinion. I don't think that Dark Souls is that hard. I'm not even a hardcore gamer, and I didn't find the difficulty curve to be unbearable. Nothing in Dark Souls is unfair to the player. Every challenge can be met with an eye for observation and a proper strategy. That's what I love about this game. It is possible to complete it without leveling up at all, not that I'd recommend trying it. Too many modern RPGs do away with skill, and leave the player's power to be determined by stats and numbers. Dark Souls is purely skill based, but it does help to have some good equipment. I've seen many reviewers complain about clunky and slow controls, and I'm almost positive that this is because they're trying to use equipment that they don't meet the stat requirements for. Dark Souls controls are fluid and easy to get used to. If the player tries to wear armor that weighs 20lbs and their equip weight is only 50lbs, they'll move slow and their rolls will result in falling and slow recovery. The tradeoff is that heavy armor obviously provides more defense. The player can sacrifice their heavy armor for robes or clothing and be able to dash, roll, and survive by evading. Either method works because Dark Souls allows for characters using any type of build to be effective.You can choose to be whatever you want, and the stats that you choose to level up can benefit or even restrict you. Weapons and magic scale with different stats, and the player must choose which weapon to use based off of how they plan on leveling up their character. You can't effectively use a weapon that scales with strength if you are only going to level up dexterity, and it isn't advisable to level up all of your stats equally because you'll end up limiting your own power. The max level is over 700, but for the average gamer, it will be very difficult to get anywhere past soul level 100. That means that you have to be careful about where you spend your stat points.A lot of the fun that can be had in Dark Souls comes from building a unique character, and strategizing based off of the skills and abilities that you have. The rest comes from exploration and discovery. Finding a new area is always a challenging and rewarding experience. There could be fake walls, sudden drops, archers from above, or any number of challenges, but they are all reasonable to overcome. The feeling of success that comes from seeing your strategy for an area pay off is unlike any other game. I could go on about the creativity of the different areas of the game, how seamless the world is, the different paths that could be taken, the innovation of the multiplayer, the genius planning behind the covenants, and how deep and incredible the story is, but you just need to play the game to find out about it all for yourself. If you make your decision based off of how hard everyone says that Dark Souls is, you will be missing out. It's hard at first, but the difficulty level is completely reasonable. We've been spoiled by the simplicity of games these days. By the end of Dark Souls, I was wishing for an even greater challenge. Luckily, the game gets even harder in New Game Plus!",OspreyB
194784,Dark Souls: Prepare to Die Edition,PC,10,"Don't let the PC Elitist's complaints keep you from giving Dark Souls a try. I've reviewed it before, and my opinion remains the same; It's one of the best games that have come out in the past few years and console-level graphics and low resolution textures can't take that from it. The PC gamers aren't being treated any worse than the console users, and they shouldn't be giving this gameDon't let the PC Elitist's complaints keep you from giving Dark Souls a try. I've reviewed it before, and my opinion remains the same; It's one of the best games that have come out in the past few years and console-level graphics and low resolution textures can't take that from it. The PC gamers aren't being treated any worse than the console users, and they shouldn't be giving this game negative reviews because they expected their high performance computers to be forced to work at their full potentials. It's been called a lazy port, and that's understandable, but it wasn't just a port; it came with new content that the rest of us won't see for two months. From Software is not a PC developer, and they did what they could to appease the masses. Does no one realize that they would have had to recreate all the animations in the game from the ground up to run at 60 fps? Dark Souls wasn't designed for PC and it's optimized for running at 30 fps. If From Software had rebuilt the game for PC optimization, it would have taken months or years to be released. I guarantee that all of the negative reviews are due to complaints about the keyboard and mouse controls and the ""bad port."" Both are irrelevant to the quality of Dark Souls. Give it a shot or wait until it's released on October 26 on Xbox 360 and PS3, but don't give it a negative review without putting more thought into what went into making the game.",OspreyB
3941,Grand Theft Auto V,PlayStation3,0,"Great script corrupts absolutely murdered approach to gameplay. The game went back arcade elements, the police still appears from nowhere and knows exactly where the years. In the missions, as there is only one version of the action: the one that came up with the designers. If you have not guessed their plan  to fail. No freedom of action. No use of modified cars  they still disappear, andGreat script corrupts absolutely murdered approach to gameplay. The game went back arcade elements, the police still appears from nowhere and knows exactly where the years. In the missions, as there is only one version of the action: the one that came up with the designers. If you have not guessed their plan  to fail. No freedom of action. No use of modified cars  they still disappear, and their take on the job in 90% of cases it is impossible. AI traffic has not changed since the days of GTA 3.Damn Google translator. From Russia with vodka, punks",Screwdrivervasy
184679,DiRT Rally,PC,2,"Real pilots - do not touch this shiт. Developers don't knows nothing about the behavior of the car on the track.For the morons: at a speed of 80 km / h and smooth bends up to 45 degrees we have absolute control, even on gravel road IRL, but in this game - We drive a piece of soap.",Screwdrivervasy
202082,Far Cry 4,PlayStation4,2,"On the console do not splitscreen? Oh and what for it is necessary? Console, Convivial platform game sharpened by a cooperative mode, and no splitscreen. The main distinguishing feature of the console. I can not play with friends for a case of beer, right? **** you.",Screwdrivervasy
220988,Fallout 4,PC,2,"Disgusting **** Fallout? Were is the Fallout? Take away the rights to Fallout from Bethesda. By the way, how the skill affects the damage of a firearm? He that increases the caliber? **** go to such games. Excuse us, Black Isle, we all screwed up",Screwdrivervasy
153742,Guacamelee!,PlayStationVita,10,"This game plays really well and the combat is surprisingly deep once you figure out how to perform some combos. There are a lot of references to other games and the game doesn't try to take itself seriously. You get the PS3 version and the Vita version for one price, which is always nice. I think the Vita is the preferable platform to play it on, as the game looks really good on the OLEDThis game plays really well and the combat is surprisingly deep once you figure out how to perform some combos. There are a lot of references to other games and the game doesn't try to take itself seriously. You get the PS3 version and the Vita version for one price, which is always nice. I think the Vita is the preferable platform to play it on, as the game looks really good on the OLED screen and you can pick up and play for short periods of time. Drinkbox Studios made another great game that, while on the short side, is worth your time and money.",JerryMonz
213128,Guacamelee!,PlayStation3,10,"This game plays really well and the combat is surprisingly deep once you figure out how to perform some combos.  There are a lot of references to other games and the game doesn't try to take itself seriously.  You get the PS3 version and the Vita version for one price, which is always nice.  Drinkbox Studios made another great game that, while on the short side, is worth your time and money.",JerryMonz
223582,Shift 2: Unleashed,PC,8,"The only reason I even bothered to check SHIFT 2 out was the colossal disappointment GRID 2 has become.I was convinced there has to be a game that is a good mix of arcade vs sim driving and on PC.Then I remembered long ago, playing just such a game on 360. Not a perfect game but it felt like a hardy mix of said arcade vs sim.  That game is SHIFT 2.Granted the game does need aThe only reason I even bothered to check SHIFT 2 out was the colossal disappointment GRID 2 has become.I was convinced there has to be a game that is a good mix of arcade vs sim driving and on PC.Then I remembered long ago, playing just such a game on 360. Not a perfect game but it felt like a hardy mix of said arcade vs sim.  That game is SHIFT 2.Granted the game does need a fair bit of patching before it's truly playable. You'll need to visit www.nogripracing.com and read their how to guides on patching SHIFT 2 up to par.I'm not sure why SHIFT 2 is so overlooked. There has to be something I'm missing right? What do so many people hate about SHIFT2? Maybe the initial release was a train wreck of bad coding? Who knows I missed that part.For me I love it, it's the perfect mix of the exact game play I'm looking for. As a controller user this game plays very well after the community patches have been applied. Now, steering wheel, pedals, users I'm not sure. I wish I had a wheel to test this game out with. It looks like it would be amazingly uber with a wheel and pedals.Make sure to grab all of the community updates. That is the single most important thing you need to do. If you want to try this game out.From what I've read the Origin Version is the preferred one to have. This is the Version I have. I'm not sure why Steam version is frowned upon. From what I've gathered it's a little bit more complicated to patch the game.You can find this game for less than 10 bucks right now. Go for it, if you're like me and hated GRID 2. This might be what you're looking for.",KillAllHumans
281718,GRID 2,PC,3,"GRID 2. This game symbolizes everything that is wrong with gaming to me personally. So many bad design decisions. This just proves to me the game industry isn't about what you know, IT'S WHO YOU KNOW. These people make some of the most god awful design decisions. The game industry is plagued by this developer inbreeding. Live Routes? Who the f!@# want's a live route in a god d@#$ racingGRID 2. This game symbolizes everything that is wrong with gaming to me personally. So many bad design decisions. This just proves to me the game industry isn't about what you know, IT'S WHO YOU KNOW. These people make some of the most god awful design decisions. The game industry is plagued by this developer inbreeding. Live Routes? Who the f!@# want's a live route in a god d@#$ racing game? You want to learn a damn track. So you can nail every corner.This is Need For Speed with a GRID skin. What a joke Codemasters. I will never buy another one of your piece of s!@# games. EVERY one of Codemasters piece of  games tries to infuse some type of fake pop culture elements into them. These elements come off as insulting. Granted, GRID 2 is not the worst offender of this, that title belongs to DIRT 3.No  view, no mirrors, just arcade s@#$. It's over the top arcade. What physics? Oh the damage modeling...What the f@#$ did I buy? Is this GRID 2 or Burnout?The online is a nightmare, granted hey if people want to race and do nothing but wreck each other and can have fun. Hey good for them...This isn't my idea of fun on a racing game.  None of the online modes cater to anyone looking for a clean driving experience.Online Unlocks by level...What a damn joke..Hey here is a better idea. How about you group drivers based on an actual skill level AND WHEN YOU HAVE THE MONEY TO BUY A CAR...YOU F@#$%@! BUY IT...But no it's locked to level and Level 30's and Level 8's get grouped together. No real meaning behind that level besides ""HEY LOOK AT THIS TIME SINK"".  The single player is crap, no reason to play it  it's ultra dumb WSR league and fake pop culture BS, it would've made a little more sense to give people a reason to play through the campaign. If for example you could unlock stuff for online. Leaderboards for friends list only...Well gee not everyone has 30 friends to race with...Who made this call? HOLY F!@# what is wrong with Codemasters? Oh it's that developer inbreeding thing. Duh.I'm being a little harsh but this entire past generation of gaming has been a complete storm of s@#$ with hail balls of frozen piss. Every developer and publisher breaks their product down to a numbers game. Add GRID 2 to this soulless pumped out for the masses S@#$. This game has no soul in it. No passion, nothing.I haven't even really touched everything that is wrong with this game...I can't hate it enough.With that said Need for Speed and Burnout fans will love this game. ENJOY it guys. You have WON. The days of good racing games are over.F@#$ YOU CODEMASTERS.",KillAllHumans
46033,Super Smash Bros. Brawl,Wii,10," WHAT ARE SOME OF YOU PEOPLE THINKING!!!!! This is one of the greatest games out on the market. If you don't like how they are not changing anything, then go play something else. I wouldn't change anything ether if the first two where complete hits, what's the point? I say keep up the good work.",JustinS
65233,Team Fortress 2,PC,9," Overall an amazing game. The graphics alone set it apart from other games, but the gameplay is what really makes it stand out. Balanced classes and a hint of humor make it a must have for all FPS gamers.",JustinS
136150,BioShock 2,PC,10," This game, was absolutely astounding. Re-immersing yourself into the depths of Rapture once again, proved to be an exceptionally outstanding sequel to the original Bioshock. Taking the flaws from the original Bioshock, 2K Games learned from their mistakes with the old hacking system and transformed it to where the game doesn't pause until you hit ESC. Non-stop Big Daddy pwnage the This game, was absolutely astounding. Re-immersing yourself into the depths of Rapture once again, proved to be an exceptionally outstanding sequel to the original Bioshock. Taking the flaws from the original Bioshock, 2K Games learned from their mistakes with the old hacking system and transformed it to where the game doesn't pause until you hit ESC. Non-stop Big Daddy pwnage the whole game. Excellent work!",JustinS
191859,Operation Flashpoint: Cold War Crisis,PC,10," Best military game every created, very fun, tactical and each gmae is never the same with every changing senarious",JustinS
228943,Resident Evil 5,Xbox360,8,"The resident evil series has always been solid, but as this generation moves on, RE5 still hides in it's shell that worked years ago. Also, it's somebody's opinion if they hate that fact that you cant move while shooting, and that the controls are a little clunky. But, if you don't have a problem with those, then your in for a solid, fun, great-looking game.",JustinS
228961,Resident Evil 5,Xbox360,10," Simply one of the best Resident Evil games ever made, and combines features of other well known current games for a great combination of gameplay, atmosphere, and visual effects. Extremely well balanced and will not disappoint in both single player and coop.",JustinS
234098,Just Cause 2,PlayStation3,9," Absolutely a blast. Very fun to just wander around and explore. There are some who may find the missions a tad repetitive, but for the rest of us who enjoy the ability to play how, when and what you want, this is a near perfect game. There was a instance where I fell through a floor and got stuck, and the dialogue is, uh, not exactly Shakespeare, but overall the graphics, frame rate, game Absolutely a blast. Very fun to just wander around and explore. There are some who may find the missions a tad repetitive, but for the rest of us who enjoy the ability to play how, when and what you want, this is a near perfect game. There was a instance where I fell through a floor and got stuck, and the dialogue is, uh, not exactly Shakespeare, but overall the graphics, frame rate, game play and just sheer fun is excellent. Blast through the story or take your time exploring, it's all great.",JustinS
234099,Just Cause 2,PlayStation3,9," Absolutely a blast. Very fun to just wander around and explore. There are some who may find the missions a tad repetitive, but for the rest of us who enjoy the ability to play how, when and what you want, this is a near perfect game. There was a instance where I fell through a floor and got stuck, and the dialogue is, uh, not exactly Shakespeare, but overall the graphics, frame rate, game Absolutely a blast. Very fun to just wander around and explore. There are some who may find the missions a tad repetitive, but for the rest of us who enjoy the ability to play how, when and what you want, this is a near perfect game. There was a instance where I fell through a floor and got stuck, and the dialogue is, uh, not exactly Shakespeare, but overall the graphics, frame rate, game play and just sheer fun is excellent. Blast through the story or take your time exploring, it's all great.",JustinS
